Tempo(s),Tensao_Drone(N),Tensao_Rover(N),PosRoverX(m),PosRoverY(m),PosRoverZ(m),Angulo_EixoX_rover(graus),Angulo_EixoY_rover(graus),Angulo_EixoZ_rover(graus),PosDroneX(m),PosDroneY(m),PosDroneZ(m),Angulo_EixoX(graus),Angulo_EixoY(graus),Angulo_EixoZ(graus)
17.900,47.2565,44.5658,-2.5557,-0.0197,0.2935,10.2386,-0.4277,10.2472,1.0909,0.0919,1.7315,63.7327,8.5992,63.7958
17.950,47.2652,44.5628,-2.5612,-0.0200,0.2935,10.2344,-0.4258,10.2429,1.0909,0.0919,1.7332,63.7485,8.9118,63.8162
18.000,47.3007,44.6052,-2.5667,-0.0202,0.2935,10.2384,-0.4440,10.2476,1.0909,0.0919,1.7351,63.7245,8.7845,63.7904
18.050,47.3263,44.6341,-2.5723,-0.0204,0.2935,10.2404,-0.4711,10.2507,1.0910,0.0919,1.7371,63.7270,8.7060,63.7918
18.100,47.3509,44.6634,-2.5778,-0.0206,0.2936,10.2447,-0.4891,10.2558,1.0910,0.0919,1.7393,63.7298,8.5510,63.7922
18.150,47.3585,44.6732,-2.5833,-0.0208,0.2935,10.2466,-0.4743,10.2572,1.0910,0.0919,1.7417,63.7157,8.9397,63.7841
18.200,47.3631,44.6700,-2.5888,-0.0210,0.2936,10.2421,-0.4731,10.2525,1.0910,0.0918,1.7440,63.7166,8.9681,63.7854
18.250,47.3684,44.6576,-2.5943,-0.0212,0.2936,10.2388,-0.4750,10.2494,1.0910,0.0919,1.7465,63.7018,8.9996,63.7712
18.300,47.3830,44.7035,-2.5998,-0.0214,0.2936,10.2415,-0.4792,10.2522,1.0910,0.0919,1.7491,63.7078,9.0181,63.7775
18.350,47.4026,44.7060,-2.6054,-0.0216,0.2936,10.2441,-0.4863,10.2552,1.0910,0.0919,1.7518,63.7155,9.1501,63.7872
18.400,47.4293,44.7093,-2.6109,-0.0219,0.2936,10.2388,-0.5076,10.2509,1.0910,0.0920,1.7544,63.7156,9.0044,63.7850
18.450,47.4486,44.7398,-2.6164,-0.0221,0.2936,10.2393,-0.5127,10.2516,1.0910,0.0920,1.7572,63.6913,9.1139,63.7626
18.500,47.4709,44.7657,-2.6219,-0.0224,0.2936,10.2400,-0.5046,10.2519,1.0910,0.0921,1.7600,63.6840,9.3155,63.7586
18.550,47.4880,44.7913,-2.6274,-0.0226,0.2936,10.2460,-0.4997,10.2577,1.0910,0.0921,1.7631,63.6807,9.6924,63.7616
18.600,47.5081,44.7383,-2.6329,-0.0228,0.2936,10.2305,-0.5104,10.2426,1.0910,0.0921,1.7657,63.6684,9.6460,63.7486
18.650,47.5725,44.8159,-2.6384,-0.0231,0.2936,10.2380,-0.5520,10.2523,1.0910,0.0921,1.7688,63.6308,9.1745,63.7036
18.700,47.6607,44.8326,-2.6440,-0.0234,0.2936,10.2357,-0.5637,10.2506,1.0910,0.0921,1.7718,63.6229,9.4330,63.7000
18.750,47.7578,44.8804,-2.6495,-0.0237,0.2936,10.2369,-0.5487,10.2510,1.0910,0.0921,1.7749,63.6374,9.8323,63.7211
18.800,47.8156,44.9721,-2.6550,-0.0240,0.2936,10.2451,-0.5395,10.2587,1.0910,0.0921,1.7781,63.5905,9.9726,63.6770
18.850,47.7844,45.0194,-2.6605,-0.0242,0.2936,10.2384,-0.5689,10.2535,1.0910,0.0921,1.7811,63.5742,9.8285,63.6584
18.900,47.7838,45.0883,-2.6659,-0.0245,0.2936,10.2465,-0.6104,10.2639,1.0910,0.0921,1.7843,63.5348,9.3591,63.6114
18.950,47.7931,45.0868,-2.6714,-0.0247,0.2936,10.2370,-0.6277,10.2554,1.0910,0.0921,1.7874,63.5269,9.4707,63.6054
19.000,47.8140,45.1195,-2.6769,-0.0250,0.2936,10.2396,-0.5997,10.2564,1.0910,0.0922,1.7906,63.5086,9.9678,63.5959
19.050,47.8651,45.1906,-2.6823,-0.0253,0.2936,10.2453,-0.5891,10.2615,1.0910,0.0922,1.7938,63.4692,10.1973,63.5611
19.100,47.8872,45.2205,-2.6878,-0.0257,0.2936,10.2408,-0.5924,10.2572,1.0910,0.0922,1.7968,63.4508,10.0665,63.5404
19.150,47.9442,45.2622,-2.6932,-0.0260,0.2936,10.2369,-0.6239,10.2551,1.0911,0.0922,1.7998,63.4433,9.8130,63.5285
19.200,48.0002,45.2849,-2.6987,-0.0263,0.2936,10.2354,-0.6272,10.2538,1.0911,0.0922,1.8029,63.4082,9.9863,63.4969
19.250,48.0684,45.2950,-2.7041,-0.0267,0.2936,10.2303,-0.6095,10.2476,1.0911,0.0922,1.8059,63.4106,10.5282,63.5092
19.300,48.1450,45.3828,-2.7095,-0.0270,0.2936,10.2443,-0.6184,10.2621,1.0911,0.0922,1.8091,63.3824,10.5218,63.4812
19.350,48.1823,45.3409,-2.7150,-0.0273,0.2936,10.2264,-0.6254,10.2447,1.0911,0.0923,1.8118,63.3757,10.6258,63.4766
19.400,48.2607,45.4103,-2.7204,-0.0277,0.2936,10.2289,-0.6522,10.2488,1.0911,0.0922,1.8147,63.3571,10.4258,63.4544
19.450,48.3157,45.4675,-2.7259,-0.0280,0.2936,10.2296,-0.6721,10.2508,1.0911,0.0922,1.8176,63.3283,10.4328,63.4261
19.500,48.3471,45.5219,-2.7314,-0.0283,0.2936,10.2300,-0.6758,10.2514,1.0911,0.0922,1.8205,63.3579,10.5955,63.4585
19.550,48.3872,45.5690,-2.7368,-0.0287,0.2936,10.2290,-0.6725,10.2501,1.0911,0.0922,1.8233,63.3301,10.6948,63.4329
19.600,48.4107,45.6262,-2.7423,-0.0290,0.2936,10.2326,-0.6763,10.2540,1.0911,0.0921,1.8261,63.3190,10.5412,63.4190
19.650,48.4197,45.6378,-2.7477,-0.0293,0.2936,10.2239,-0.6657,10.2446,1.0911,0.0921,1.8288,63.3187,10.9727,63.4271
19.700,48.4756,45.7158,-2.7532,-0.0296,0.2936,10.2267,-0.6776,10.2481,1.0911,0.0922,1.8315,63.3120,10.8761,63.4186
19.750,48.5289,45.8149,-2.7587,-0.0299,0.2936,10.2374,-0.7035,10.2605,1.0911,0.0922,1.8342,63.2979,10.6631,63.4004
19.800,48.5552,45.8185,-2.7642,-0.0302,0.2937,10.2252,-0.7159,10.2492,1.0911,0.0922,1.8365,63.3290,10.9650,63.4372
19.850,48.6309,45.8702,-2.7697,-0.0305,0.2937,10.2260,-0.7166,10.2501,1.0911,0.0922,1.8390,63.2994,11.0490,63.4096
19.900,48.6972,45.9206,-2.7752,-0.0307,0.2937,10.2273,-0.7168,10.2514,1.0911,0.0922,1.8414,63.2901,11.2177,63.4039
19.950,48.7625,45.9745,-2.7807,-0.0309,0.2937,10.2270,-0.7246,10.2516,1.0911,0.0922,1.8437,63.3180,11.3322,63.4339
20.000,48.8335,45.9976,-2.7862,-0.0311,0.2937,10.2207,-0.7356,10.2461,1.0911,0.0922,1.8458,63.3148,11.2207,63.4283
20.050,48.8775,46.0340,-2.7917,-0.0313,0.2937,10.2203,-0.7312,10.2453,1.0911,0.0922,1.8479,63.3003,11.3988,63.4177
20.100,48.9354,46.0911,-2.7972,-0.0315,0.2937,10.2269,-0.7196,10.2511,1.0911,0.0921,1.8499,63.3023,11.6877,63.4259
20.150,48.9993,46.1472,-2.8027,-0.0317,0.2937,10.2268,-0.7376,10.2523,1.0911,0.0921,1.8519,63.3055,11.6100,63.4274
20.200,49.0574,46.2249,-2.8082,-0.0319,0.2937,10.2285,-0.7711,10.2564,1.0911,0.0921,1.8538,63.3065,11.4560,63.4251
20.250,49.1103,46.2869,-2.8137,-0.0321,0.2937,10.2286,-0.7923,10.2579,1.0911,0.0921,1.8556,63.3116,11.4982,63.4310
20.300,49.1543,46.3497,-2.8192,-0.0323,0.2937,10.2300,-0.7923,10.2593,1.0911,0.0921,1.8573,63.3353,11.7561,63.4599
20.350,49.1976,46.4313,-2.8247,-0.0326,0.2938,10.2378,-0.7875,10.2667,1.0911,0.0921,1.8590,63.3263,11.7302,63.4504
20.400,49.2277,46.4439,-2.8302,-0.0328,0.2938,10.2314,-0.7715,10.2592,1.0912,0.0922,1.8604,63.3514,12.2249,63.4861
20.450,49.3030,46.5272,-2.8357,-0.0331,0.2938,10.2342,-0.7886,10.2633,1.0912,0.0922,1.8618,63.3244,12.0873,63.4564
20.500,49.3702,46.5941,-2.8412,-0.0333,0.2938,10.2360,-0.8197,10.2674,1.0912,0.0923,1.8631,63.3668,12.0422,63.4972
20.550,49.4404,46.6565,-2.8467,-0.0336,0.2938,10.2438,-0.8339,10.2763,1.0912,0.0923,1.8643,63.3297,11.8777,63.4570
20.600,49.4898,46.6665,-2.8522,-0.0339,0.2938,10.2383,-0.8091,10.2689,1.0912,0.0923,1.8652,63.4582,12.5529,63.5988
20.650,49.5673,46.7300,-2.8577,-0.0342,0.2938,10.2372,-0.8046,10.2674,1.0912,0.0924,1.8662,63.2326,12.3603,63.3723
20.700,49.6134,46.8060,-2.8632,-0.0345,0.2938,10.2435,-0.8128,10.2743,1.0912,0.0924,1.8670,63.6746,12.7019,63.8151
20.750,49.6787,46.8501,-2.8687,-0.0347,0.2938,10.2485,-0.8357,10.2811,1.0912,0.0924,1.8677,62.8381,12.2906,62.9823
20.800,49.6665,46.8936,-2.8742,-0.0350,0.2938,10.2404,-0.8610,10.2750,1.0912,0.0924,1.8683,64.6002,12.8574,64.7296
20.850,49.5310,46.8648,-2.8797,-0.0352,0.2938,10.2438,-0.8671,10.2789,1.0912,0.0924,1.8688,61.4504,11.5290,61.5974
20.900,49.0616,46.6763,-2.8852,-0.0354,0.2938,10.2015,-0.8366,10.2343,1.0912,0.0924,1.8692,65.9794,12.9856,66.0911
20.950,48.7273,46.3357,-2.8906,-0.0356,0.2938,10.2036,-0.8098,10.2343,1.0912,0.0923,1.8694,60.5051,10.8664,60.6488
21.000,48.6772,46.0930,-2.8962,-0.0358,0.2938,10.1632,-0.8229,10.1950,1.0912,0.0923,1.8696,66.3582,13.1097,66.4668
21.050,48.8235,46.0671,-2.9017,-0.0360,0.2938,10.1978,-0.8486,10.2316,1.0912,0.0922,1.8697,60.0557,10.6824,60.2010
21.100,49.0022,46.0437,-2.9072,-0.0363,0.2938,10.1782,-0.8428,10.2116,1.0912,0.0921,1.8697,66.3641,14.0032,66.4885
21.150,49.3040,46.1415,-2.9127,-0.0366,0.2938,10.2206,-0.8373,10.2534,1.0912,0.0920,1.8698,59.8897,11.2722,60.0544
21.200,49.3483,46.0941,-2.9182,-0.0369,0.2938,10.1845,-0.8495,10.2184,1.0912,0.0920,1.8696,66.4520,14.6492,66.5870
21.250,49.3165,46.1299,-2.9237,-0.0372,0.2938,10.2167,-0.8528,10.2508,1.0912,0.0920,1.8695,59.7971,10.7597,59.9483
21.300,49.1158,46.0928,-2.9292,-0.0376,0.2938,10.1779,-0.8505,10.2119,1.0912,0.0920,1.8691,66.5824,14.6485,66.7152
21.350,49.0588,46.1585,-2.9347,-0.0379,0.2938,10.2102,-0.8430,10.2435,1.0912,0.0920,1.8687,59.6303,10.4992,59.7766
21.400,48.9601,46.2052,-2.9402,-0.0382,0.2938,10.1805,-0.8474,10.2142,1.0912,0.0920,1.8682,66.4488,14.6786,66.5844
21.450,49.0118,46.3358,-2.9457,-0.0385,0.2938,10.2169,-0.8500,10.2507,1.0912,0.0920,1.8676,59.4896,10.0986,59.6267
21.500,48.9565,46.4098,-2.9512,-0.0388,0.2938,10.1980,-0.8637,10.2330,1.0912,0.0920,1.8670,66.2955,14.8295,66.4367
21.550,49.0585,46.5055,-2.9567,-0.0391,0.2938,10.2315,-0.8784,10.2676,1.0912,0.0921,1.8663,59.4510,9.9038,59.5833
21.600,48.9926,46.5122,-2.9622,-0.0394,0.2938,10.2038,-0.8960,10.2415,1.0912,0.0921,1.8655,66.2647,14.7448,66.4048
21.650,49.0126,46.5299,-2.9677,-0.0397,0.2938,10.2337,-0.8711,10.2692,1.0912,0.0922,1.8646,59.2975,9.6255,59.4243
21.700,48.9673,46.4506,-2.9732,-0.0399,0.2938,10.2051,-0.8557,10.2394,1.0912,0.0923,1.8637,66.3722,15.6854,66.5293
21.750,49.0671,46.4597,-2.9787,-0.0402,0.2939,10.2308,-0.8610,10.2654,1.0912,0.0923,1.8625,59.1265,9.5420,59.2531
21.800,49.0613,46.4380,-2.9842,-0.0404,0.2939,10.2185,-0.8841,10.2550,1.0912,0.0923,1.8616,66.1547,15.3092,66.3083
21.850,49.2581,46.3876,-2.9897,-0.0406,0.2939,10.2458,-0.8798,10.2819,1.0913,0.0924,1.8602,58.6805,9.0603,58.7996
21.900,49.1761,46.4152,-2.9953,-0.0409,0.2939,10.2249,-0.9046,10.2631,1.0913,0.0924,1.8590,66.0622,16.2324,66.2377
21.950,49.4437,46.4052,-3.0008,-0.0411,0.2939,10.2388,-0.8916,10.2759,1.0913,0.0925,1.8577,59.2003,9.0508,59.3133
22.000,49.3309,46.4257,-3.0062,-0.0413,0.2939,10.2254,-0.8841,10.2620,1.0913,0.0926,1.8562,65.9105,16.4391,66.0942
22.050,49.2518,46.4925,-3.0117,-0.0415,0.2939,10.2618,-0.8473,10.2952,1.0913,0.0926,1.8547,58.6639,8.7754,58.7757
22.100,49.1391,46.4511,-3.0172,-0.0417,0.2939,10.2269,-0.8545,10.2611,1.0913,0.0926,1.8531,65.1904,14.7593,65.3506
22.150,49.5772,46.4872,-3.0226,-0.0420,0.2938,10.2749,-0.8598,10.3093,1.0913,0.0926,1.8515,57.9681,7.8542,58.0636
22.200,48.7730,46.6816,-3.0280,-0.0423,0.2938,10.2666,-0.9132,10.3055,1.0913,0.0926,1.8500,61.5060,11.6895,61.6563
22.250,51.6110,47.8283,-3.0334,-0.0426,0.2938,10.3798,-0.9072,10.4177,1.0913,0.0925,1.8483,62.5103,13.1163,62.6811
22.300,50.2064,47.7747,-3.0388,-0.0428,0.2938,10.2059,-0.9417,10.2474,1.0913,0.0925,1.8467,66.0812,14.3149,66.2160
22.350,49.4855,47.1745,-3.0443,-0.0431,0.2938,10.3383,-0.9162,10.3771,1.0913,0.0925,1.8450,60.8122,11.2887,60.9626
22.400,49.4480,47.3197,-3.0497,-0.0433,0.2938,10.3076,-0.9156,10.3464,1.0913,0.0926,1.8432,67.9897,14.8039,68.1024
22.450,49.6756,46.1397,-3.0551,-0.0436,0.2937,10.2198,-0.8536,10.2539,1.0913,0.0926,1.8415,59.7157,9.6545,59.8381
22.500,49.5759,47.1483,-3.0606,-0.0439,0.2937,10.1436,-1.0089,10.1916,1.0913,0.0926,1.8397,66.6013,15.6263,66.7528
22.550,49.1770,48.5120,-3.0660,-0.0441,0.2937,10.3709,-0.8558,10.4047,1.0913,0.0926,1.8378,60.3752,9.5579,60.4875
22.600,49.4319,47.6710,-3.0714,-0.0444,0.2937,10.3346,-0.9198,10.3737,1.0913,0.0926,1.8360,66.4842,16.3124,66.6523
22.650,49.7980,46.4103,-3.0769,-0.0447,0.2937,10.2943,-0.7921,10.3235,1.0913,0.0926,1.8341,59.7064,8.7407,59.8065
22.700,49.9282,46.1755,-3.0823,-0.0449,0.2937,10.1192,-0.9524,10.1620,1.0913,0.0926,1.8322,66.5154,16.6478,66.6902
22.750,49.5017,48.1729,-3.0878,-0.0452,0.2937,10.3869,-0.7993,10.4163,1.0913,0.0925,1.8304,60.1361,9.3052,60.2450
22.800,50.0150,47.9554,-3.0932,-0.0455,0.2937,10.3564,-0.9057,10.3943,1.0913,0.0925,1.8285,66.6650,17.8309,66.8631
22.850,51.4229,47.1865,-3.0986,-0.0457,0.2937,10.3810,-0.8207,10.4120,1.0913,0.0925,1.8267,62.8845,14.5835,63.0884
22.900,51.4184,47.1576,-3.1041,-0.0460,0.2938,10.2594,-0.9012,10.2972,1.0913,0.0924,1.8249,67.4712,15.9108,67.6116
22.950,50.6382,48.2564,-3.1095,-0.0462,0.2938,10.4198,-0.9424,10.4605,1.0913,0.0925,1.8231,63.9798,15.2686,64.1780
23.000,50.7957,48.4581,-3.1150,-0.0465,0.2938,10.3759,-0.8657,10.4104,1.0913,0.0925,1.8214,70.5275,13.0076,70.5873
23.050,50.0133,48.3469,-3.1204,-0.0467,0.2938,10.4200,-0.8762,10.4552,1.0913,0.0925,1.8195,61.2376,13.6676,61.4505
23.100,49.9040,48.0036,-3.1259,-0.0470,0.2938,10.3324,-0.8148,10.3631,1.0913,0.0925,1.8177,69.7049,16.3938,69.8144
23.150,49.4886,47.4873,-3.1314,-0.0472,0.2938,10.3431,-0.8209,10.3743,1.0914,0.0925,1.8159,60.3900,10.7463,60.5321
23.200,49.4283,46.8668,-3.1369,-0.0475,0.2938,10.1382,-0.9404,10.1799,1.0914,0.0925,1.8142,68.3199,16.1081,68.4484
23.250,49.3421,47.6813,-3.1424,-0.0478,0.2938,10.3811,-0.8237,10.4123,1.0914,0.0926,1.8124,60.1417,9.1671,60.2473
23.300,49.2973,46.2043,-3.1479,-0.0480,0.2938,10.0875,-0.8647,10.1230,1.0914,0.0926,1.8108,67.5437,17.2540,67.7085
23.350,50.7704,47.0669,-3.1534,-0.0482,0.2938,10.4030,-0.8219,10.4341,1.0914,0.0926,1.8090,68.4322,22.0844,68.6798
23.400,51.2369,48.3099,-3.1589,-0.0485,0.2938,10.4883,-0.8752,10.5231,1.0914,0.0926,1.8074,58.7676,7.4000,58.8461
23.450,50.4210,46.8936,-3.1644,-0.0487,0.2938,10.2375,-0.8490,10.2712,1.0914,0.0927,1.8058,64.0338,15.3161,64.2321
23.500,50.5149,48.8899,-3.1699,-0.0489,0.2939,10.4773,-0.8040,10.5068,1.0914,0.0927,1.8042,59.8567,8.7971,59.9567
23.550,50.5079,48.2101,-3.1754,-0.0491,0.2939,10.3985,-0.9795,10.4426,1.0914,0.0927,1.8026,62.8131,12.6677,62.9670
23.600,51.3826,48.0867,-3.1808,-0.0493,0.2939,10.4518,-0.7998,10.4811,1.0914,0.0928,1.8011,62.7631,12.2966,62.9087
23.650,49.7240,48.1902,-3.1864,-0.0494,0.2939,10.4129,-0.9584,10.4551,1.0914,0.0928,1.7996,62.3819,10.0179,62.4819
23.700,49.2227,48.2182,-3.1919,-0.0495,0.2939,10.4159,-0.6368,10.4345,1.0914,0.0928,1.7981,64.7647,13.2000,64.8986
23.750,50.1873,47.8715,-3.1973,-0.0497,0.2939,10.1446,-0.9613,10.1882,1.0914,0.0928,1.7967,63.4755,13.7710,63.6451
23.800,49.9217,47.7736,-3.2028,-0.0498,0.2938,10.3241,-0.7159,10.3479,1.0914,0.0927,1.7953,59.4141,7.9864,59.5000
23.850,50.8810,47.5991,-3.2082,-0.0499,0.2938,10.2643,-0.9165,10.3034,1.0914,0.0927,1.7939,65.1993,15.0968,65.3670
23.900,51.3134,47.4995,-3.2136,-0.0500,0.2938,10.4607,-0.8041,10.4902,1.0914,0.0926,1.7928,64.6061,18.7989,64.8910
23.950,50.5864,49.3705,-3.2191,-0.0501,0.2938,10.4079,-0.9073,10.4456,1.0914,0.0926,1.7915,60.6989,10.1046,60.8204
24.000,50.9491,48.1935,-3.2245,-0.0502,0.2938,10.4155,-0.8111,10.4457,1.0914,0.0925,1.7905,65.7638,16.8801,65.9614
24.050,51.3373,48.0316,-3.2300,-0.0502,0.2938,10.3662,-0.8110,10.3965,1.0914,0.0925,1.7894,61.3783,10.8415,61.5089
24.100,50.0032,46.9362,-3.2354,-0.0503,0.2938,10.2616,-0.7773,10.2897,1.0914,0.0925,1.7884,70.7180,13.9410,70.7850
24.150,50.4072,47.5203,-3.2408,-0.0504,0.2938,10.2154,-0.7801,10.2439,1.0914,0.0924,1.7875,66.9476,17.1757,67.1241
24.200,50.9094,48.4629,-3.2463,-0.0505,0.2938,10.3115,-0.8204,10.3427,1.0914,0.0924,1.7866,72.3889,4.7019,72.3946
24.250,51.4256,49.0176,-3.2517,-0.0506,0.2938,10.2519,-0.7430,10.2777,1.0914,0.0923,1.7858,69.0349,16.2871,69.1538
24.300,50.6821,49.2299,-3.2571,-0.0507,0.2938,10.2911,-0.9205,10.3304,1.0914,0.0923,1.7851,72.0030,-5.4114,72.0109
24.350,49.9752,48.7462,-3.2625,-0.0507,0.2938,10.2925,-0.7735,10.3203,1.0914,0.0923,1.7845,67.8348,17.4980,67.9981
24.400,49.2761,48.2024,-3.2679,-0.0508,0.2938,10.2849,-0.8441,10.3180,1.0914,0.0923,1.7839,71.5169,3.2608,71.5200
24.450,49.2044,48.6953,-3.2733,-0.0509,0.2938,10.4837,-0.8206,10.5144,1.0914,0.0923,1.7833,65.7138,19.0722,65.9710
24.500,50.3260,47.6531,-3.2787,-0.0510,0.2938,10.2971,-0.9328,10.3375,1.0914,0.0922,1.7828,69.9855,12.8592,70.0489
24.550,51.9218,51.2574,-3.2840,-0.0511,0.2938,10.6157,-0.9995,10.6605,1.0914,0.0922,1.7825,68.7872,16.3335,68.9111
24.600,52.9518,49.3823,-3.2893,-0.0511,0.2937,10.2428,-0.5934,10.2592,1.0914,0.0922,1.7821,71.6935,5.7198,71.7029
24.650,53.0471,47.8766,-3.2947,-0.0512,0.2937,10.3181,-0.8815,10.3541,1.0914,0.0922,1.7819,71.8749,12.6654,71.9205
24.700,52.5444,47.8178,-3.3001,-0.0513,0.2937,10.2685,-0.3266,10.2735,1.0914,0.0922,1.7817,72.0424,11.0282,72.0759
24.750,51.5991,47.8141,-3.3055,-0.0514,0.2937,10.3008,-0.8905,10.3376,1.0914,0.0922,1.7816,71.1389,7.9416,71.1588
24.800,52.1296,48.3890,-3.3109,-0.0515,0.2938,10.4122,-0.2459,10.4150,1.0914,0.0922,1.7816,71.8284,10.8996,71.8622
24.850,52.0472,50.2774,-3.3164,-0.0517,0.2938,10.5523,-0.8755,10.5869,1.0915,0.0922,1.7816,68.2406,17.9596,68.4039
24.900,50.8192,50.9805,-3.3218,-0.0519,0.2938,10.6133,-0.7040,10.6356,1.0915,0.0922,1.7817,74.3840,10.8307,74.4052
24.950,51.5932,50.5189,-3.3272,-0.0522,0.2938,10.6481,-1.0520,10.6976,1.0915,0.0923,1.7819,69.7136,15.1253,69.8059
25.000,51.0560,51.0400,-3.3326,-0.0524,0.2938,10.6552,-1.1376,10.7131,1.0915,0.0924,1.7821,70.8155,14.9521,70.8918
25.050,51.3779,50.0388,-3.3381,-0.0527,0.2938,10.6512,-1.0098,10.6968,1.0915,0.0925,1.7824,65.0789,17.5646,65.3124
25.100,52.2073,49.3496,-3.3435,-0.0529,0.2938,10.2760,-0.8906,10.3129,1.0915,0.0925,1.7826,70.3172,20.1260,70.4715
25.150,51.0100,48.9577,-3.3490,-0.0531,0.2938,10.5769,-0.6267,10.5946,1.0915,0.0926,1.7829,64.1182,16.1596,64.3377
25.200,53.1059,48.5440,-3.3545,-0.0532,0.2938,10.6095,-0.5966,10.6256,1.0915,0.0926,1.7833,57.5368,5.3791,57.5832
25.250,50.3309,49.7057,-3.3599,-0.0533,0.2938,10.4161,-0.6205,10.4338,1.0915,0.0926,1.7837,67.3381,19.1489,67.5492
25.300,51.4667,48.5448,-3.3654,-0.0534,0.2938,10.4527,-0.6980,10.4750,1.0915,0.0926,1.7841,60.7994,13.8781,61.0293
25.350,52.8562,48.6944,-3.3709,-0.0536,0.2938,10.4418,-0.8389,10.4740,1.0915,0.0926,1.7846,63.5108,13.7170,63.6785
25.400,52.0497,48.5233,-3.3763,-0.0537,0.2938,10.5882,-0.2472,10.5909,1.0915,0.0926,1.7852,62.8608,9.6717,62.9491
25.450,53.2050,50.2693,-3.3818,-0.0538,0.2938,10.9744,-0.2287,10.9767,1.0915,0.0926,1.7858,59.6639,-1.2254,59.6659
25.500,49.6378,53.4887,-3.3872,-0.0539,0.2938,10.7224,-0.0205,10.7224,1.0915,0.0926,1.7865,63.9470,16.3529,64.1766
25.550,57.3596,51.0417,-3.3925,-0.0540,0.2938,10.6730,-0.9279,10.7114,1.0915,0.0925,1.7872,68.4418,27.9721,68.8603
25.600,55.5571,49.5963,-3.3980,-0.0541,0.2938,10.3731,-0.8886,10.4095,1.0915,0.0925,1.7880,71.7759,14.9257,71.8411
25.650,50.1603,48.3899,-3.4034,-0.0542,0.2938,10.4073,-0.5914,10.4234,1.0915,0.0925,1.7888,59.9411,8.3285,60.0298
25.700,48.9450,47.7139,-3.4088,-0.0544,0.2938,10.4572,-0.5435,10.4707,1.0915,0.0925,1.7896,69.2186,22.1486,69.4417
25.750,49.8961,47.5189,-3.4142,-0.0546,0.2937,10.5414,-0.4517,10.5506,1.0915,0.0925,1.7905,56.5027,2.3256,56.5122
25.800,53.0778,52.2001,-3.4196,-0.0548,0.2937,10.9803,-0.3823,10.9866,1.0915,0.0925,1.7914,60.8151,12.5763,61.0026
25.850,53.2915,53.9106,-3.4249,-0.0550,0.2937,11.2114,-0.2703,11.2145,1.0915,0.0926,1.7924,59.1406,-3.8801,59.1613
25.900,53.4312,51.6417,-3.4302,-0.0551,0.2937,10.6779,-0.7518,10.7031,1.0915,0.0926,1.7933,63.9479,20.5579,64.3197
25.950,52.4700,47.8096,-3.4356,-0.0552,0.2937,10.2127,0.0837,10.2131,1.0915,0.0926,1.7942,63.5653,15.7275,63.7863
26.000,52.2361,50.8566,-3.4410,-0.0554,0.2937,10.7928,-0.2559,10.7957,1.0915,0.0926,1.7951,66.2858,18.3287,66.5061
26.050,55.6353,53.0878,-3.4463,-0.0555,0.2937,10.7591,-0.9670,10.8004,1.0915,0.0926,1.7961,57.9533,4.6171,57.9862
26.100,53.0392,49.7336,-3.4516,-0.0556,0.2937,10.6510,-0.6564,10.6703,1.0915,0.0926,1.7972,60.6882,7.0593,60.7471
26.150,53.8560,49.8630,-3.4570,-0.0557,0.2936,10.7100,-0.4556,10.7192,1.0915,0.0926,1.7982,63.4585,18.1174,63.7592
26.200,52.0449,49.2793,-3.4624,-0.0558,0.2936,10.7629,-0.3001,10.7669,1.0915,0.0926,1.7993,64.0888,22.3505,64.5267
26.250,54.4710,48.6934,-3.4678,-0.0559,0.2936,10.4684,0.0140,10.4684,1.0915,0.0926,1.8004,61.7140,9.6078,61.8127
26.300,52.2900,52.0606,-3.4731,-0.0560,0.2936,10.8418,-0.1811,10.8432,1.0915,0.0926,1.8014,63.6136,13.8105,63.7816
26.350,50.7974,50.7140,-3.4785,-0.0561,0.2936,10.6644,-0.5804,10.6795,1.0915,0.0926,1.8025,70.5529,15.2733,70.6359
26.400,55.6633,51.6163,-3.4838,-0.0562,0.2936,10.5233,-0.2481,10.5261,1.0915,0.0925,1.8036,64.5501,22.3374,64.9647
26.450,53.8612,52.6520,-3.4892,-0.0562,0.2936,10.5555,-0.5947,10.5714,1.0915,0.0925,1.8046,71.3937,22.4593,71.5593
26.500,54.4088,51.3987,-3.4946,-0.0563,0.2936,10.6978,-0.7142,10.7205,1.0915,0.0925,1.8057,71.5776,12.0050,71.6205
26.550,51.0293,51.9563,-3.5000,-0.0563,0.2936,10.6605,-0.8274,10.6912,1.0915,0.0925,1.8068,75.0294,-5.5616,75.0342
26.600,51.6739,50.2941,-3.5053,-0.0564,0.2936,10.4403,-0.5314,10.4532,1.0915,0.0925,1.8079,71.1147,9.4257,71.1430
26.650,51.2754,49.3000,-3.5107,-0.0565,0.2936,10.2389,-0.3266,10.2439,1.0915,0.0925,1.8090,70.2247,20.3610,70.3851
26.700,51.3988,53.0660,-3.5161,-0.0567,0.2936,10.8102,-0.7581,10.8355,1.0915,0.0925,1.8101,72.4332,22.3018,72.5706
26.750,55.3853,52.2958,-3.5214,-0.0568,0.2935,10.9297,-0.9570,10.9696,1.0915,0.0925,1.8112,52.2511,10.0707,52.5105
26.800,54.3864,50.6368,-3.5267,-0.0570,0.2935,10.5556,-0.7090,10.5783,1.0915,0.0925,1.8122,70.6488,23.6054,70.8563
