Tempo(s),Tensao_Drone(N),Tensao_Rover(N),PosRoverX(m),PosRoverY(m),PosRoverZ(m),Angulo_EixoX_rover(graus),Angulo_EixoY_rover(graus),Angulo_EixoZ_rover(graus),PosDroneX(m),PosDroneY(m),PosDroneZ(m),Angulo_EixoX(graus),Angulo_EixoY(graus),Angulo_EixoZ(graus)
4.700,17.4876,12.7998,-1.0463,0.0097,0.2936,3.1720,0.1802,3.1770,1.0985,0.0897,1.8104,46.3311,-5.9501,46.4720
4.750,17.8105,13.3993,-1.0520,0.0096,0.2936,3.3018,0.2139,3.3087,1.1000,0.0897,1.8335,44.8022,-6.2307,44.9743
4.800,17.8612,14.0244,-1.0576,0.0096,0.2936,3.4267,0.2064,3.4329,1.1013,0.0897,1.8562,44.8405,-4.7402,44.9398
4.850,17.9422,14.4263,-1.0633,0.0095,0.2936,3.5065,0.1682,3.5105,1.1023,0.0898,1.8784,46.3975,-2.9543,46.4321
4.900,18.2736,14.5349,-1.0690,0.0094,0.2936,3.5233,0.1062,3.5249,1.1030,0.0898,1.9000,48.6403,-1.1863,48.6451
4.950,18.9084,14.4458,-1.0747,0.0093,0.2936,3.4977,0.0170,3.4978,1.1035,0.0898,1.9211,50.2372,0.8629,50.2394
5.000,19.5523,14.4424,-1.0805,0.0092,0.2936,3.4806,-0.1094,3.4823,1.1037,0.0898,1.9417,50.4630,2.8883,50.4874
5.050,20.0043,14.6984,-1.0862,0.0091,0.2936,3.5007,-0.2481,3.5094,1.1037,0.0898,1.9617,49.6565,3.9899,49.7061
5.100,20.2804,15.1737,-1.0920,0.0090,0.2936,3.5616,-0.3325,3.5770,1.1035,0.0898,1.9810,48.6693,4.1406,48.7268
5.150,20.5122,15.7595,-1.0978,0.0088,0.2936,3.6631,-0.3243,3.6773,1.1031,0.0898,1.9997,48.0454,3.6782,48.0929
5.200,20.8374,16.3177,-1.1035,0.0087,0.2937,3.7951,-0.2507,3.8034,1.1026,0.0898,2.0178,47.7352,2.7475,47.7623
5.250,21.3276,16.7775,-1.1093,0.0086,0.2937,3.9332,-0.1479,3.9360,1.1019,0.0898,2.0352,47.4007,1.3121,47.4070
5.300,21.9654,17.1551,-1.1150,0.0085,0.2937,4.0457,-0.0308,4.0458,1.1010,0.0898,2.0518,46.7968,-0.6951,46.7986
5.350,22.6485,17.4460,-1.1208,0.0085,0.2937,4.1166,0.0783,4.1174,1.1001,0.0898,2.0678,45.8036,-2.7793,45.8355
5.400,23.1772,17.7320,-1.1265,0.0084,0.2937,4.1654,0.1526,4.1682,1.0991,0.0898,2.0830,44.7873,-3.9391,44.8561
5.450,23.4554,18.0836,-1.1323,0.0084,0.2937,4.2164,0.1825,4.2203,1.0981,0.0898,2.0974,44.4074,-3.8592,44.4752
5.500,23.5223,18.4728,-1.1380,0.0083,0.2937,4.2703,0.1677,4.2736,1.0970,0.0899,2.1111,44.9057,-2.9124,44.9430
5.550,23.6069,18.7410,-1.1438,0.0083,0.2937,4.3031,0.1105,4.3045,1.0960,0.0899,2.1240,45.9687,-1.4959,45.9778
5.600,23.8146,18.8877,-1.1496,0.0082,0.2937,4.3088,0.0108,4.3088,1.0949,0.0899,2.1361,46.9835,0.2377,46.9837
5.650,24.1874,18.9495,-1.1554,0.0081,0.2937,4.2923,-0.1189,4.2939,1.0938,0.0900,2.1474,47.4171,1.7525,47.4283
5.700,24.5594,19.0591,-1.1612,0.0080,0.2937,4.2777,-0.2413,4.2844,1.0928,0.0900,2.1578,47.2957,2.7947,47.3247
5.750,24.8813,19.2723,-1.1669,0.0079,0.2937,4.2916,-0.3118,4.3028,1.0919,0.0900,2.1674,46.8954,3.1335,46.9329
5.800,25.1203,19.5984,-1.1727,0.0078,0.2937,4.3515,-0.3142,4.3627,1.0909,0.0900,2.1762,46.4475,2.8836,46.4802
5.850,25.3456,19.9711,-1.1785,0.0077,0.2937,4.4501,-0.2559,4.4574,1.0901,0.0900,2.1842,46.0211,2.0463,46.0381
5.900,25.6037,20.3382,-1.1843,0.0076,0.2937,4.5606,-0.1587,4.5633,1.0893,0.0901,2.1913,45.5584,0.7309,45.5607
5.950,25.9322,20.6522,-1.1901,0.0076,0.2937,4.6526,-0.0485,4.6528,1.0886,0.0901,2.1976,44.9994,-0.8046,45.0022
6.000,26.2908,20.8804,-1.1959,0.0075,0.2937,4.7106,0.0473,4.7108,1.0880,0.0901,2.2030,44.4697,-2.0761,44.4892
6.050,26.5714,21.0614,-1.2017,0.0075,0.2937,4.7436,0.1084,4.7448,1.0875,0.0901,2.2076,44.2654,-2.6614,44.2980
6.100,26.7296,21.2293,-1.2075,0.0074,0.2937,4.7630,0.1262,4.7647,1.0870,0.0901,2.2113,44.5436,-2.4881,44.5715
6.150,26.7921,21.3861,-1.2132,0.0074,0.2937,4.7753,0.0969,4.7763,1.0866,0.0901,2.2144,45.2139,-1.6555,45.2256
6.200,26.8597,21.4868,-1.2190,0.0073,0.2937,4.7739,0.0227,4.7739,1.0863,0.0902,2.2166,45.9814,-0.4366,45.9821
6.250,26.9620,21.5458,-1.2249,0.0072,0.2937,4.7620,-0.0827,4.7627,1.0861,0.0902,2.2179,46.5772,0.8476,46.5800
6.300,27.1027,21.6300,-1.2307,0.0072,0.2937,4.7534,-0.1892,4.7571,1.0860,0.0902,2.2184,46.8721,1.8810,46.8856
6.350,27.2621,21.7378,-1.2365,0.0071,0.2937,4.8634,-0.2725,4.8709,1.0859,0.0902,2.2181,46.8861,2.4313,46.9087
6.400,27.4076,21.8841,-1.2423,0.0071,0.2937,4.8015,-0.2942,4.8104,1.0859,0.0902,2.2170,46.7551,2.4308,46.7779
6.450,27.5217,22.0740,-1.2481,0.0070,0.2937,4.8534,-0.2668,4.8606,1.0859,0.0902,2.2152,46.5409,1.9344,46.5556
6.500,27.6659,22.2792,-1.2540,0.0070,0.2937,4.9276,-0.1977,4.9316,1.0860,0.0902,2.2128,46.2171,0.9684,46.2209
6.550,27.8115,22.4554,-1.2598,0.0070,0.2937,4.9960,-0.1083,4.9972,1.0861,0.0903,2.2095,45.8950,-0.1738,45.8952
6.600,27.9476,22.6059,-1.2656,0.0070,0.2937,5.0482,-0.0226,5.0483,1.0863,0.0903,2.2054,45.6974,-1.1805,45.7032
6.650,28.0614,22.7174,-1.2714,0.0069,0.2937,5.0804,0.0395,5.0805,1.0865,0.0903,2.2007,45.7198,-1.8081,45.7333
6.700,28.1097,22.7843,-1.2773,0.0069,0.2937,5.0945,0.0655,5.0949,1.0867,0.0903,2.1953,46.0616,-1.8678,46.0757
6.750,28.1067,22.8085,-1.2831,0.0069,0.2937,5.0929,0.0488,5.0932,1.0869,0.0902,2.1892,46.6515,-1.3836,46.6590
6.800,28.0831,22.8084,-1.2889,0.0068,0.2937,5.0812,-0.0072,5.0813,1.0871,0.0902,2.1825,47.3134,-0.5172,47.3144
6.850,28.0737,22.7882,-1.2948,0.0068,0.2937,5.0651,-0.0883,5.0659,1.0873,0.0902,2.1752,47.8810,0.4544,47.8817
6.900,28.0717,22.7833,-1.3006,0.0067,0.2937,5.0548,-0.1721,5.0577,1.0876,0.0901,2.1672,48.2818,1.3210,48.2878
6.950,28.0767,22.8260,-1.3064,0.0066,0.2937,5.0609,-0.2349,5.0663,1.0878,0.0900,2.1588,48.4924,1.8683,48.5043
7.000,28.1003,22.8729,-1.3122,0.0064,0.2937,5.0832,-0.2610,5.0898,1.0880,0.0900,2.1498,48.5244,1.9304,48.5370
7.050,28.1031,22.9531,-1.3181,0.0063,0.2937,5.1238,-0.2453,5.1296,1.0882,0.0899,2.1403,48.4560,1.5954,48.4647
7.100,28.1321,23.0378,-1.3239,0.0062,0.2937,5.1723,-0.1950,5.1759,1.0884,0.0899,2.1303,48.2957,0.8467,48.2982
7.150,28.1531,23.1164,-1.3297,0.0061,0.2936,5.2186,-0.1267,5.2202,1.0886,0.0899,2.1199,48.1584,-0.0396,48.1584
7.200,28.1798,23.1662,-1.3355,0.0060,0.2936,5.2535,-0.0583,5.2538,1.0888,0.0899,2.1090,48.1331,-0.8784,48.1358
7.250,28.1712,23.1924,-1.3413,0.0059,0.2936,5.3660,-0.0040,5.3660,1.0890,0.0899,2.0977,48.3048,-1.4064,48.3116
7.300,28.1401,23.1936,-1.3471,0.0059,0.2936,5.2909,0.0232,5.2910,1.0891,0.0898,2.0860,48.6830,-1.5551,48.6911
7.350,28.0666,23.1585,-1.3530,0.0058,0.2935,5.2781,0.0158,5.2781,1.0892,0.0898,2.0739,49.2304,-1.2375,49.2353
7.400,27.9747,23.0830,-1.3588,0.0057,0.2935,5.3549,-0.0227,5.3549,1.0893,0.0897,2.0616,49.8266,-0.6069,49.8277
7.450,27.8977,23.0441,-1.3646,0.0056,0.2935,5.2592,-0.0809,5.2598,1.0894,0.0897,2.0489,50.3726,0.1964,50.3727
7.500,27.8220,23.0140,-1.3705,0.0055,0.2935,5.3361,-0.1458,5.3381,1.0895,0.0897,2.0361,50.7926,0.9731,50.7953
7.550,27.7770,22.9928,-1.3763,0.0054,0.2935,5.2551,-0.1942,5.2586,1.0896,0.0897,2.0230,51.0450,1.4569,51.0509
7.600,27.7282,22.9989,-1.3822,0.0054,0.2935,5.2638,-0.2194,5.2683,1.0896,0.0897,2.0096,51.1983,1.6327,51.2056
7.650,27.6949,23.0422,-1.3880,0.0053,0.2935,5.2929,-0.2141,5.2972,1.0896,0.0898,1.9961,51.2252,1.3844,51.2305
7.700,27.6776,23.0699,-1.3939,0.0053,0.2935,5.3255,-0.1807,5.3285,1.0897,0.0898,1.9825,51.1969,0.7991,51.1987
7.750,27.6435,23.1205,-1.3998,0.0053,0.2935,5.3600,-0.1297,5.3616,1.0897,0.0899,1.9687,51.2151,0.1214,51.2151
7.800,27.6371,23.1387,-1.4056,0.0052,0.2935,5.3855,-0.0752,5.3861,1.0897,0.0899,1.9548,51.2861,-0.6077,51.2871
7.850,27.5882,23.1616,-1.4115,0.0052,0.2935,5.4040,-0.0304,5.4041,1.0897,0.0900,1.9409,51.5316,-1.0569,51.5346
7.900,27.5478,23.1370,-1.4173,0.0051,0.2935,5.4100,-0.0068,5.4100,1.0897,0.0900,1.9268,51.9119,-1.2543,51.9159
7.950,27.4585,23.1109,-1.4232,0.0051,0.2935,5.5040,-0.0111,5.5040,1.0897,0.0901,1.9128,52.4222,-1.0154,52.4248
8.000,27.3976,23.0500,-1.4290,0.0050,0.2935,5.4088,-0.0360,5.4089,1.0897,0.0901,1.8987,52.9494,-0.5712,52.9502
8.050,27.3022,23.0357,-1.4348,0.0049,0.2935,5.3975,-0.0772,5.3981,1.0896,0.0902,1.8849,53.4724,0.1556,53.4724
8.100,27.2576,23.0019,-1.4407,0.0048,0.2934,5.3945,-0.1234,5.3959,1.0896,0.0903,1.8710,53.8685,0.8020,53.8699
8.150,27.1884,23.0112,-1.4465,0.0046,0.2934,5.4032,-0.1630,5.4056,1.0896,0.0904,1.8572,54.1856,1.3593,54.1896
8.200,27.1618,23.0520,-1.4524,0.0045,0.2934,5.4235,-0.1844,5.4266,1.0895,0.0905,1.8436,54.3590,1.5612,54.3641
8.250,27.1474,23.1027,-1.4582,0.0044,0.2934,5.4492,-0.1860,5.4523,1.0895,0.0907,1.8300,54.4240,1.4285,54.4283
8.300,27.1478,23.1258,-1.4640,0.0043,0.2934,5.4758,-0.1632,5.4782,1.0895,0.0907,1.8164,54.4852,0.9657,54.4872
8.350,27.1439,23.1993,-1.4699,0.0041,0.2934,5.5078,-0.1239,5.5092,1.0895,0.0908,1.8032,54.5717,0.3589,54.5719
8.400,27.1543,23.2582,-1.4757,0.0040,0.2934,5.5357,-0.0783,5.5362,1.0894,0.0908,1.7902,54.7027,-0.2424,54.7029
8.450,27.1262,23.3002,-1.4815,0.0038,0.2934,5.7788,-0.0412,5.7790,1.0894,0.0909,1.7776,54.9571,-0.6200,54.9578
8.500,27.1332,23.3200,-1.4874,0.0037,0.2933,5.5907,-0.0153,5.5907,1.0894,0.0910,1.7648,55.2951,-0.8393,55.2964
8.550,27.1007,23.3339,-1.4933,0.0036,0.2933,5.5778,-0.0114,5.5778,1.0894,0.0910,1.7524,55.7348,-0.7361,55.7359
8.600,27.0845,23.3568,-1.4991,0.0035,0.2933,5.5823,-0.0280,5.5824,1.0893,0.0910,1.7405,56.1785,-0.3951,56.1788
8.650,27.0476,23.3814,-1.5050,0.0034,0.2933,5.8142,-0.0625,5.8146,1.0893,0.0912,1.7291,56.6160,0.2352,56.6161
8.700,27.0544,23.3940,-1.5109,0.0033,0.2933,5.6182,-0.0987,5.6190,1.0893,0.0913,1.7174,56.9854,0.8741,56.9866
8.750,27.0546,23.4633,-1.5168,0.0032,0.2933,5.6193,-0.1308,5.6208,1.0893,0.0913,1.7064,57.2509,1.2388,57.2535
8.800,27.0974,23.5354,-1.5226,0.0031,0.2933,5.6414,-0.1500,5.6434,1.0893,0.0913,1.6957,57.3948,1.4336,57.3981
8.850,27.1089,23.6241,-1.5284,0.0029,0.2933,6.0562,-0.1652,6.0585,1.0893,0.0914,1.6856,57.5146,1.4261,57.5178
8.900,27.1843,23.7147,-1.5342,0.0028,0.2933,5.7414,-0.1380,5.7430,1.0893,0.0914,1.6754,57.5808,1.0825,57.5826
